YYYYMM,SMALL LoAC,ME1 AC2,ME1 AC3,ME1 AC4,SMALL HiAC,ME2 AC1,ME2 AC2,ME2 AC3,ME2 AC4,ME2 AC5,ME3 AC1,ME3 AC2,ME3 AC3,ME3 AC4,ME3 AC5,ME4 AC1,ME4 AC2,ME4 AC3,ME4 AC4,ME4 AC5,BIG LoAC,ME5 AC2,ME5 AC3,ME5 AC4,BIG HiAC
200508,-1.5514,-0.4792,-1.32,0.1575,-2.0455,0.1982,-1.8274,-1.3482,-2.5524,-1.5341,-1.4654,-0.5542,-0.5578,-0.9597,-1.0739,-0.6224,-0.5639,-0.3842,0.2922,-0.5929,-2.4022,0.424,-0.6637,-1.147,3.2373
200509,0.9717,0.9795,0.9738,1.2432,0.8053,1.9806,0.8839,0.0913,-0.0404,0.9744,-0.3891,1.1588,0.4467,1.2407,0.6818,0.2441,1.4445,1.8281,1.6462,1.5744,1.773,0.7605,0.4655,-0.1588,4.333
200510,-2.8942,-3.2302,-5.215,-2.465,-3.8406,-2.6175,-2.876,-4.2288,-3.2919,-4.2838,-1.8962,-3.6843,-4.1784,-4.5653,-5.0091,-2.8419,-3.5288,-4.7095,-2.2188,-3.0043,-0.3773,-3.2195,-3.6211,-1.9989,-2.6968
200511,3.8551,5.4026,4.6911,4.6691,5.2979,4.6964,5.1844,3.6965,5.5171,6.3031,5.3466,5.4161,4.4091,7.1109,5.9839,3.0432,4.3779,6.0877,3.8486,5.7282,2.5394,5.0855,2.648,0.8647,5.7121
200512,-0.1903,-0.6184,-0.4654,0.8099,0.8165,1.1241,-0.5484,-1.2358,-0.9521,-0.1086,2.9626,0.9354,0.0326,0.4927,0.395,1.283,2.091,1.3431,0.6183,1.2251,1.3888,-2.026,0.0556,1.4611,0.0106
200601,10.4786,10.5737,9.5438,11.3701,10.5819,7.1358,8.5461,7.6134,11.3363,11.6319,5.5077,7.6251,7.1091,8.0296,8.0649,4.4175,6.3186,7.7788,4.4342,5.2664,2.1028,2.9815,2.7458,2.2016,9.8021
200602,-0.7081,-0.4295,-0.9026,0.1414,0.8654,2.0954,-0.0236,-0.2541,-2.2922,-1.0014,1.3782,-1.3,-3.5138,-1.4291,0.5216,1.1446,-1.3578,0.0033,0.521,-0.692,-0.0782,-1.1357,0.0086,1.3896,-1.07
200603,4.9638,4.0924,5.0325,6.242,6.1049,4.1061,7.9111,4.0495,4.1457,5.8193,3.2183,2.8813,4.4588,3.6123,5.7115,3.668,3.2761,1.979,1.6887,4.762,1.7001,0.8437,1.2556,0.9656,2.3887
200604,0.4999,0.3468,-0.3987,0.0427,0.0362,0.3385,1.5029,0.2947,-0.6174,2.2356,0.5024,-1.128,0.9486,-0.6823,1.1537,-1.2723,2.6142,1.7625,1.6622,1.244,-0.6594,-0.5361,1.2241,1.7331,1.2001
200605,-6.2005,-7.0351,-5.3817,-6.4865,-8.1996,-4.8678,-5.3185,-6.3362,-4.0793,-6.8907,-2.5913,-5.7936,-3.697,-6.4516,-5.9837,-3.6414,-4.2795,-3.9254,-1.8028,-5.3289,-2.2472,-3.2828,-2.8571,-0.4976,-2.0274
200606,-0.3702,-1.9008,-0.2443,-0.5925,-2.3078,-0.0465,-0.3107,1.4489,0.3569,0.1398,0.9342,-0.7007,-1.2722,-1.8675,-0.1115,0.8757,-1.0659,-0.531,-0.7798,-0.8985,0.6196,0.1687,1.1086,0.9435,3.4593
200607,-4.7082,-5.416,-3.6001,-3.787,-4.8165,-3.5748,-2.7968,-4.3001,-6.5083,-4.4839,-3.2151,-4.6541,-3.6206,-4.2962,-4.4891,-4.4561,-3.0964,-3.2326,-5.8443,-2.4744,0.1766,3.348,-2.4351,-0.6702,-0.5255
200608,1.6172,3.7232,5.0279,2.9507,2.7258,2.1774,3.6958,4.1208,4.7299,2.9777,2.4703,2.7698,3.079,2.9341,2.3858,3.1011,2.8389,1.6917,2.3563,1.0916,3.8412,3.5604,1.2853,2.0042,3.6092
200609,0.1503,0.3608,-0.3676,0.652,0.4197,-0.4712,2.5514,-0.209,1.9607,1.7174,1.2849,0.2665,1.0823,0.9508,0.7832,0.858,1.0561,2.6108,1.7362,1.9718,1.1713,1.7374,3.9588,1.5576,-0.4195
200610,6.6835,6.3765,7.3513,6.1787,6.455,8.1562,5.0457,5.4938,4.0718,5.4882,7.6095,4.5407,3.5382,4.7305,5.8017,4.155,2.3568,3.8063,6.7074,4.906,3.0911,3.7962,4.0363,2.7461,3.0224
200611,1.9746,1.5065,3.9591,2.3646,2.2073,3.5138,1.1515,1.6233,3.7693,3.0403,5.5906,5.4171,3.7694,3.1769,3.4856,5.6818,2.7038,3.2933,4.6054,3.4801,3.0427,3.5858,0.6837,0.7557,0.123
200612,2.5243,1.3602,1.4609,2.206,1.2776,-1.9566,-0.5254,-0.5894,0.6053,0.6553,0.9022,-1.4528,-0.0577,-0.8173,0.2958,-0.9494,-0.8511,-0.5603,0.1932,-0.0322,-0.1247,0.9593,0.1233,0.2407,1.0243
200701,2.8252,2.1355,0.4157,1.0986,1.8697,2.8105,2.9697,0.9685,1.7711,1.7417,3.9169,3.3176,3.1436,2.9183,3.454,5.1434,3.1691,3.119,4.7902,2.5454,2.1764,1.3327,2.8611,2.8749,1.4375
200702,-0.3395,-1.1406,0.6784,-0.0594,0.7325,-0.07,0.5149,-0.59,0.0498,-0.0226,2.1053,1.1024,-0.3246,1.8733,1.6092,0.267,1.6382,-0.4809,0.0886,0.9131,-2.1843,-2.5826,-1.6127,-1.6083,0.5326
200703,0.5756,2.3618,0.6616,0.8493,0.8237,1.4387,-0.7047,0.827,1.613,1.2937,3.2058,3.4997,0.6864,2.4148,4.0191,0.639,2.2195,0.4873,1.8977,2.4392,2.5256,2.8148,-0.2682,0.95,1.0294
200704,3.8047,1.8423,0.7769,1.6025,2.74,3.1097,1.5137,2.4967,2.1805,2.5615,4.1602,4.3822,2.6104,3.9577,4.2995,6.5735,3.9703,3.5706,4.5403,4.2356,5.1926,3.9755,4.5636,4.049,3.0722
200705,3.272,2.7835,2.4716,3.8508,3.5019,4.9333,2.0803,3.3618,4.5525,3.1313,6.4877,5.6318,5.9283,5.7462,4.2093,5.8758,4.3491,3.8453,3.4472,4.0407,5.0794,4.1897,3.6506,2.5871,1.9944
200706,0.1969,0.1822,-0.0887,0.9341,0.0403,-0.6165,-1.1006,-1.5104,-2.6949,-1.5458,0.2738,-1.8525,0.3427,0.5045,-1.4791,-0.7523,-1.6102,-1.0896,-2.0696,-1.6451,-2.2595,-1.0159,-0.7353,-1.7716,-3.0516
200707,-5.5297,-6.4095,-5.3848,-5.2103,-5.975,-6.6247,-4.9605,-5.3038,-4.2528,-6.327,-5.996,-3.4168,-3.7062,-3.3218,-3.9156,-3.6647,-4.5184,-1.6163,-4.5467,-2.4887,-0.7637,-1.5165,-1.9664,-0.4673,-4.9501
200708,-2.6029,-0.4552,0.6189,0.4118,-1.4518,2.4139,0.5331,0.8755,1.4491,2.1619,0.433,0.9747,-0.1122,-0.2328,1.4684,0.8308,1.3364,0.4217,-0.6512,0.1405,1.1596,2.1313,2.5127,0.4256,0.2496
200709,0.5684,1.4219,1.4227,1.9702,2.5817,2.1262,1.4776,2.4086,1.2407,1.3419,3.6394,3.0778,2.2736,1.391,4.3679,3.6139,3.9869,1.4372,2.2207,3.2118,5.4257,3.4677,4.6136,4.5869,3.8447
200710,2.0791,1.6609,2.08,2.5576,2.4782,4.2374,4.1946,5.1661,2.4873,0.8751,4.4176,4.9342,3.7241,3.7694,1.4678,2.6599,3.1375,0.7826,4.4702,3.8385,8.6926,2.6032,1.9816,-0.0076,4.1782
200711,-10.3503,-10.3681,-8.8197,-7.4617,-9.4772,-9.7382,-7.1068,-6.3596,-7.052,-6.2791,-5.9673,-5.0684,-6.5563,-3.664,-8.3814,-8.1061,-5.453,-3.7828,-3.7236,-3.3127,-5.2949,-3.179,-1.8114,-3.4144,-3.9532
200712,-1.4474,0.8302,0.6187,-0.7129,0.3783,1.1588,0.5652,0.0169,-0.0064,1.3832,-1.3601,-0.1772,0.1563,-1.1173,-1.7762,-1.9065,-1.6739,0.0146,-0.1229,1.5765,3.2254,-0.5723,0.0531,1.944,-1.1012
200801,-7.8112,-8.9619,-9.8227,-9.2397,-10.8064,-7.8608,-8.4407,-6.8488,-10.2863,-8.6089,-4.8449,-8.5133,-7.2585,-8.0812,-4.7662,-7.3528,-5.7977,-9.0219,-4.9268,-8.1609,-11.5324,-5.7462,-6.5513,-6.8219,-7.5773
200802,-3.812,-5.0556,-2.8942,-2.1967,-3.6552,-3.0397,-2.2306,1.2362,-2.0617,-3.7251,-2.4389,-2.7188,-0.6712,-1.8702,0.0691,-3.4216,-3.4086,-0.6452,-0.1947,1.7535,-6.4801,1.2043,-2.885,1.7792,1.4905
200803,-2.6599,-1.6155,0.0992,0.0062,-3.187,-2.9263,0.9747,1.4576,1.5173,-0.3271,-1.3178,-2.1706,-2.7392,0.794,-0.13,-3.6943,-1.0328,-1.33,0.1185,-1.9444,0.5852,-2.1016,1.1726,-0.6011,0.0973
200804,1.4811,1.5251,2.9387,3.2089,3.834,2.8597,1.9703,4.4205,3.4256,4.399,8.0639,10.0371,10.1762,8.8378,6.6257,6.7156,6.0942,10.0393,5.3481,6.1458,5.6794,5.6671,3.8029,3.8028,5.162
200805,5.5187,5.2273,2.8173,5.4126,5.4227,5.37,3.4517,10.4588,5.3995,8.319,6.5611,8.3721,5.3703,4.9253,5.662,4.1179,4.906,6.9902,4.2912,4.5868,4.4751,3.8993,1.3328,3.1713,4.4851
200806,-4.7342,-7.7856,-7.6755,-7.9444,-6.2671,-7.2143,-6.8751,-4.7788,-7.8146,-6.8517,-4.2782,-6.7659,-5.5512,-6.9832,-7.5779,-9.9857,-6.9024,-7.729,-6.6646,-6.2804,-7.1274,-5.5789,-7.3375,-5.9428,-3.2602
200807,2.6268,5.9003,3.086,4.3043,2.7212,1.8094,3.9199,4.3826,2.8874,2.2852,-2.9264,0.7341,0.4666,-0.6753,1.729,-2.2529,-7.0122,-1.6754,-3.0813,-1.9073,-6.5628,-3.1386,-2.9275,-2.2784,2.0436
200808,2.0284,4.3029,3.3309,4.4473,1.9368,3.8882,3.3418,4.8763,6.4068,7.358,2.5624,2.4343,3.1739,4.2426,3.7348,0.0281,3.0292,2.4151,1.3202,2.1076,1.119,1.351,2.2188,2.8939,-0.1894
200809,-12.0556,-9.683,-8.0189,-11.3958,-11.4993,-12.3956,-9.4619,-8.5583,-7.7822,-7.6959,-12.2445,-10.726,-11.0488,-12.7967,-13.8619,-15.9842,-15.6197,-10.2857,-12.9637,-13.4867,-13.8081,-12.3902,-7.7154,-8.2754,-8.2741
200810,-23.7951,-20.364,-18.8796,-22.6119,-23.7657,-24.1808,-22.084,-20.9662,-21.1467,-21.5333,-21.0483,-19.4203,-19.0786,-21.4492,-25.8563,-19.1384,-24.3263,-21.3469,-21.062,-25.1781,-18.8304,-15.7135,-12.3401,-16.8492,-13.0443
200811,-14.1356,-14.8935,-14.3427,-12.0271,-15.145,-13.189,-10.6503,-11.8748,-8.5827,-14.9931,-14.417,-4.4739,-7.2134,-13.4885,-15.2112,-7.3008,-10.5554,-9.3288,-8.3853,-9.8258,-10.9386,-5.1836,-3.6632,-3.9768,-7.1243
200812,2.8357,5.3347,4.8842,2.7106,6.2219,7.3789,4.3722,8.1433,4.9692,5.1676,1.2076,5.543,4.4646,5.3082,7.162,7.4937,3.5166,3.4888,2.5786,8.3355,1.3588,1.0162,0.6761,2.3333,4.3257
200901,-8.8671,-9.269,-7.2658,-9.2224,-8.6922,-7.338,-7.4844,-9.3123,-8.9127,-9.548,-5.2556,-5.4921,-7.1956,-7.2412,-5.173,0.6866,-4.6651,-5.0106,-6.2086,-8.851,-3.5008,-5.894,-6.2212,-3.3436,-4.1507
200902,-9.4284,-13.4515,-9.7434,-12.254,-13.2381,-13.0187,-12.368,-11.6127,-12.2196,-11.6726,-8.9783,-10.6582,-9.9269,-9.3673,-7.225,-10.1895,-11.0551,-7.8324,-7.8169,-9.032,-8.9976,-5.4459,-9.6915,-9.4334,-10.2039
200903,10.1334,10.4354,7.9033,7.9302,12.5819,8.2465,7.3848,11.8913,10.9581,8.8614,10.3197,11.1189,9.3234,6.713,10.7334,5.6542,9.9606,7.7385,8.343,11.4173,6.984,8.6951,6.31,8.3226,8.9899
200904,24.0343,17.6618,15.2034,17.5878,19.3454,19.3002,15.6234,17.3238,13.5215,19.6953,17.2454,12.9518,14.9413,20.4504,19.7659,10.2375,12.4996,13.1756,15.3995,18.5699,14.3207,7.9669,6.3428,6.8041,2.0367
200905,4.8138,5.184,4.2009,4.579,8.1989,4.0808,3.4456,3.3856,4.4687,2.8108,3.8183,4.4471,1.6251,3.4866,0.952,3.5801,6.3739,3.3737,3.2777,4.0037,4.7265,4.19,4.4567,4.3381,6.3295
200906,5.9184,5.1588,7.2625,3.7767,7.846,4.1875,2.0378,2.6797,1.2641,3.5827,-0.5552,0.6981,4.4299,0.5029,1.8412,-0.6992,-0.4151,2.2427,1.3941,-0.3032,0.4869,-1.1203,1.8059,2.2095,0.5648
200907,12.2984,7.6696,12.1925,8.0562,13.3646,11.2769,8.0563,11.5181,8.5916,8.1052,10.1082,8.8844,12.1679,11.9325,7.8013,7.919,8.2549,8.0706,8.614,11.7575,6.9123,4.4337,8.4858,6.7486,8.0198
200908,7.9654,2.7772,3.7298,5.7492,7.617,1.5626,0.1108,2.8111,3.1438,3.6188,1.7035,1.2206,3.7745,4.2954,3.8775,2.9605,1.7148,4.4058,3.7245,3.3312,2.9073,1.8063,0.737,0.871,5.7725
200909,9.1663,6.425,6.1614,9.4977,10.507,9.7769,6.1982,6.4976,7.3628,8.5194,7.5398,8.1519,5.7565,6.4246,6.9014,9.3583,5.4348,6.2129,6.6751,7.6724,4.8169,2.7356,2.2985,6.061,3.9158
200910,-9.9739,-6.563,-9.5164,-7.6123,-7.4625,-6.3472,-5.8947,-8.5964,-5.774,-9.0428,-4.7355,-4.9813,-4.5766,-5.7198,-7.3366,-7.0958,-3.2471,-3.1086,-3.7922,-5.4178,0.9959,0.398,-1.8518,-0.2314,-2.6361
200911,0.9546,0.3495,0.6273,2.4121,4.7794,2.5877,1.0541,3.7206,3.6177,3.2105,5.1554,4.0778,4.145,3.6464,4.1314,5.5659,3.0973,3.4551,4.9077,5.544,7.8982,5.6364,5.3734,7.2185,6.9863
200912,9.1287,7.7633,10.4765,8.1805,9.4835,11.0043,8.8879,9.0753,10.0378,8.1139,6.9043,7.5472,7.8918,9.5985,7.2407,6.3585,6.8526,6.851,5.6189,7.8698,3.2318,0.2077,3.6602,2.3871,2.0601
201001,-3.2649,-5.1735,-4.5358,-3.366,-4.2037,-3.951,-3.9725,-5.3934,-3.807,-0.6113,-5.0745,-5.1687,-4.2746,-3.9818,-3.8491,-5.4686,-4.1402,-4.8651,-3.7485,-4.0906,-5.0337,-4.0321,-4.7492,-3.8646,-3.2084
201002,6.7366,4.9274,5.1523,4.9844,5.8558,3.3564,3.1776,3.9889,2.8925,5.7056,7.7005,4.8421,4.6278,4.9618,6.1029,4.3652,6.2079,7.1278,4.785,6.044,2.1221,3.6026,2.5181,2.9806,2.2006
201003,10.4547,6.8225,7.797,7.6142,6.4269,7.8841,8.3261,6.6956,9.5542,8.3505,9.2382,7.1775,8.2208,7.4983,9.8643,10.5048,7.762,6.6762,8.4322,5.9938,5.7464,4.5302,4.8662,3.7649,8.3814
201004,9.2022,9.9837,6.2875,9.1059,9.0112,4.5164,3.8402,6.2929,5.3842,3.5619,3.6877,5.3893,4.1066,5.27,3.2545,6.6272,4.6467,3.8793,5.299,1.8316,3.0546,1.5163,1.4631,-1.0884,-0.3741
201005,-9.2348,-7.1919,-8.2688,-8.4089,-9.0974,-6.5634,-6.8684,-8.6067,-6.1927,-7.2587,-6.3004,-5.8287,-8.3264,-8.6263,-7.4614,-6.4985,-5.3238,-6.5834,-8.7997,-6.3089,-7.4852,-7.7371,-7.8618,-6.4567,-7.206
201006,-11.1186,-5.6386,-7.9283,-7.729,-8.4233,-8.6777,-5.8792,-8.2362,-7.5795,-7.8251,-6.9243,-5.1025,-7.1418,-7.5493,-8.5399,-7.8746,-6.2309,-5.6349,-5.6236,-6.7927,-5.5522,-5.8575,-4.2265,-3.886,-4.7368
201007,7.9396,6.8309,6.4999,5.1875,6.7216,9.8228,7.9709,6.8822,6.2908,5.9857,7.4547,7.9844,8.9881,6.022,5.9803,9.7261,8.17,6.5436,5.3793,7.3988,7.0114,6.4331,7.0607,5.4428,9.3735
201008,-10.081,-7.7345,-9.2377,-7.6103,-9.8113,-9.9969,-5.4523,-7.9772,-8.5958,-3.9936,-8.0057,-5.4265,-6.2626,-5.8309,-4.145,-4.4643,-4.4118,-4.4983,-3.4784,-4.2176,-1.8292,-3.1029,-4.3784,-2.4488,-4.2165
201009,14.3448,14.0678,12.2675,11.5086,11.3339,16.0336,13.8282,12.2294,14.3962,13.7389,15.9396,12.6628,14.6734,12.0169,11.4795,10.8158,11.1,11.4862,10.361,11.877,14.5233,10.1938,9.021,8.5357,8.8263
201010,4.5619,6.4025,5.3807,7.97,5.3976,3.3194,5.1921,3.4829,3.3685,4.521,2.8971,5.9799,4.1247,4.4962,5.0699,2.2301,4.053,4.5061,3.8022,3.1508,2.4376,4.3742,4.7855,4.3385,4.7573
201011,4.3752,3.7256,5.5701,4.6621,2.4267,4.8559,3.4573,3.813,4.0761,4.4125,4.5952,5.9555,4.9612,3.0929,4.1801,1.2,3.5103,3.1736,3.3216,5.2562,2.0635,1.5516,-1.9568,0.9057,-1.3524
201012,10.345,11.4826,7.8786,6.7696,8.5095,8.0286,6.0567,6.2487,5.5279,10.4425,9.1744,6.9718,6.5559,7.8506,4.6288,9.3893,5.796,4.393,6.706,5.866,4.8854,4.5304,4.8005,5.7445,7.3747
201101,-1.5714,-0.7483,-2.5916,-2.355,-1.3321,1.1977,1.7453,-0.8255,0.6279,2.1715,0.6987,3.0286,2.7468,1.9913,0.0077,1.7641,4.1862,0.7237,3.1793,1.7809,2.6087,3.5673,1.8659,2.5972,-0.1766
201102,4.2908,6.0559,6.8749,3.7394,3.1977,7.7203,6.3565,6.5236,5.4875,5.205,6.7598,7.8727,6.2922,3.4241,4.1762,3.0849,4.5617,4.6927,4.1658,4.7059,5.647,3.4564,0.9607,5.0035,3.4213
201103,4.4626,3.2192,3.1127,2.9645,-0.2395,3.1428,3.1264,3.4069,4.3552,1.3272,4.2092,2.9818,3.7591,2.3653,5.6492,2.6466,2.0838,3.0921,1.566,2.8742,-0.4271,1.4335,0.0696,0.5984,0.264
201104,1.3364,0.8349,1.467,1.0599,1.7737,3.1437,4.0655,0.915,2.8244,1.2592,3.1935,5.017,4.9985,1.749,3.7465,2.3712,2.4626,2.5644,2.9559,2.9398,4.7859,3.693,4.1468,3.6037,2.8793
201105,-2.9355,-2.4417,-1.4508,-1.4401,-2.6522,-4.1507,-2.5982,-0.9602,-0.9378,-0.678,-5.0673,-1.3763,-0.8319,-1.0658,-0.1248,0.4933,-0.7938,-0.6628,-0.3458,0.2015,0.0096,0.2278,-0.8471,-0.7584,-1.5045
201106,-3.0106,-3.7266,-2.1873,-2.5628,-3.6856,-0.6854,-1.1228,-1.314,-1.2714,-1.4359,-2.1435,-1.6036,-1.0162,-1.4204,-1.0523,-1.6489,-1.8669,-2.1098,-3.1692,-0.3968,-1.2232,0.1319,-1.9957,-1.9216,0.0739
201107,-2.8192,-3.3868,-2.8657,-1.1125,-3.8291,-4.4899,-4.894,-2.499,-4.0765,-5.2519,-5.4964,-2.7821,-1.8219,-5.3482,-5.1207,-3.5895,-2.8218,-5.0442,-2.933,-3.2762,0.9247,-0.1538,-1.9815,-3.1765,-1.8845
201108,-12.8242,-11.0003,-10.1537,-9.0211,-12.5481,-12.3003,-9.0106,-9.812,-7.304,-9.94,-7.9353,-7.6303,-6.5553,-8.946,-9.5516,-8.6705,-6.8314,-6.7378,-5.8328,-10.0625,-2.9898,-5.1778,-3.4914,-3.4836,-6.9051
201109,-13.03,-11.022,-9.8321,-9.5132,-13.5672,-14.6029,-10.1476,-9.14,-10.8384,-12.1852,-13.1962,-11.2655,-10.921,-11.1818,-11.4853,-10.4692,-8.7114,-9.5362,-9.2593,-12.7268,-5.5001,-4.7838,-4.8365,-7.8848,-10.2824
201110,15.3194,12.1505,12.4428,13.83,13.1138,17.9556,16.888,16.3276,13.1593,15.3488,16.7477,14.2584,14.5375,15.6418,16.6219,17.4329,14.4387,13.7663,12.3636,16.3135,8.9446,9.7972,9.2565,11.8904,10.3113
201111,-0.8083,-2.4701,-1.6554,-1.5217,-3.3056,-2.5525,-0.7306,1.3955,0.9375,-0.7753,-2.5532,0.0791,0.808,0.7523,-1.2372,-1.8316,0.2196,0.8892,-0.0819,-0.0452,0.6043,0.2744,0.7122,0.528,1.8116
201112,0.1622,0.276,1.9263,0.0702,1.8097,0.7791,-0.602,-1.3131,-0.1197,0.4291,-0.4661,1.4306,-1.5849,-0.1531,-1.7603,-3.4164,-0.2285,0.3483,-0.2558,-1.4069,0.7015,0.6068,1.3623,0.4969,0.2901
201201,10.9712,7.6162,6.9637,7.9908,10.4044,7.761,7.0032,7.54,5.8166,7.6829,7.0893,6.0371,5.331,5.967,8.0581,8.3176,4.3996,2.8512,9.0371,8.0772,3.4315,3.9029,3.2909,4.2622,5.5195
201202,1.6604,2.0006,1.4783,0.5689,2.0739,5.0699,2.2822,2.7424,2.994,3.2248,5.9099,3.5936,2.608,2.4663,5.0389,6.0679,3.5043,4.2441,6.2998,3.9424,3.2592,6.508,3.5165,4.1827,1.3959
201203,3.7452,3.7174,3.8912,2.9443,2.2161,2.943,1.4617,1.4174,2.4072,2.3422,0.7519,0.9969,0.574,0.144,2.5057,1.8316,0.5205,2.0615,2.4508,0.9214,4.7097,3.5621,2.2209,1.0276,0.7973
201204,-2.5936,-1.5124,-2.0581,-2.5544,-1.5872,-1.1737,-3.0349,-0.9381,-2.3317,-0.9967,-2.0959,-1.3518,-1.3907,-0.5151,-1.0874,-0.543,1.9744,-1.9548,-0.94,-0.3045,1.1562,-1.3855,-0.0024,0.0754,-0.3381
201205,-8.783,-7.0274,-6.6635,-9.0975,-6.5699,-5.2242,-7.9041,-7.2733,-6.0305,-7.3215,-8.7011,-6.8818,-6.462,-7.4144,-6.3112,-7.9871,-8.7526,-7.7187,-6.2223,-8.3179,-2.9098,-5.5058,-4.367,-7.3167,-7.537
201206,6.6627,5.9512,5.8847,6.615,6.0188,2.1508,5.3841,6.0243,4.3023,6.3151,4.5493,3.6244,2.9434,3.9962,3.0048,1.9449,0.956,2.5576,2.2656,1.4923,3.3201,3.7222,4.8825,3.9268,1.1453
201207,-2.4261,-2.1759,-3.6749,-2.0457,-2.3726,-3.0939,-0.1602,-1.9667,-2.8822,-1.8396,-2.2749,0.1598,-2.3915,0.0068,-0.1061,-2.4998,0.7953,-1.0818,-1.8366,0.3512,1.8911,0.5651,3.5176,-0.0657,0.9328
201208,2.3151,2.6262,3.153,2.7072,3.0741,3.1601,1.9065,1.7823,5.4149,1.9039,3.816,2.7638,5.6489,4.2975,3.9078,2.656,3.5691,4.1563,3.8882,5.6534,3.8276,1.4737,1.1933,3.5057,1.0808
201209,4.1089,5.4717,5.0971,5.144,4.0461,3.9934,3.5593,3.4344,4.153,5.113,3.4537,2.3427,2.7763,2.0228,1.8303,2.0501,3.1144,2.3956,1.7564,0.9911,1.5871,2.141,2.8838,1.3386,2.8532
201210,-4.6422,-3.4469,-4.8415,-3.7927,-4.4173,-3.4779,-3.0678,-3.3309,-3.2482,-2.7108,-1.1587,-2.5975,-0.8947,1.2297,-3.5194,-0.2974,-3.0382,-0.7721,0.6017,1.6884,-3.6616,-2.3118,-2.2487,-1.9078,-2.1667
201211,-0.5096,0.9667,1.8779,0.9252,1.9389,0.0051,0.2327,0.4371,1.4633,1.6005,1.4556,2.6732,1.8283,2.4988,6.9274,2.0124,2.066,2.6227,1.7081,2.0522,-0.2254,0.0384,1.4153,2.7334,0.7108
201212,2.328,3.0085,4.255,3.9061,3.4986,3.4334,2.1757,3.4812,3.4849,5.521,2.817,4.285,2.4753,2.7444,3.5084,2.3722,4.0256,2.5522,2.1384,2.3593,-2.1973,0.3638,-0.2777,1.2959,2.0619
201301,6.4668,5.9408,5.0926,7.0025,5.6147,7.4091,5.7964,6.0712,6.3427,8.1708,7.372,5.5367,4.8969,5.5945,8.2447,9.1104,6.7346,6.7915,6.7853,7.8207,0.1707,5.1499,6.59,6.9244,5.7037
201302,-0.8221,0.0231,2.142,1.5927,0.1909,1.3525,2.6111,1.5626,0.8804,-0.4653,0.6768,1.1262,-0.1367,1.6772,2.4402,1.6584,0.1755,2.4109,0.5716,1.9087,0.4323,1.3213,1.5804,2.0175,1.4978
201303,5.6015,6.0014,4.7001,5.0576,6.4495,5.8295,5.2586,4.111,4.5654,3.2796,5.8987,5.0596,3.0888,4.0309,6.2094,6.9064,3.3381,4.9697,4.0983,2.8706,3.4926,4.2479,3.3356,3.4876,4.5337
201304,0.081,-0.8786,0.7837,0.5794,-0.57,-0.7344,-0.1178,-1.9372,-1.7113,-0.1426,0.9527,-0.5561,-0.5857,-1.4393,-1.5092,1.5214,0.0575,0.2022,1.4581,1.2874,1.8817,2.474,2.1154,3.198,-0.7066
201305,3.5852,9.1248,4.6654,6.7612,5.2816,5.4672,5.6424,6.261,5.4942,6.2165,3.3504,4.3735,4.7729,3.8912,4.4356,4.5016,3.353,2.7571,2.394,3.9556,0.8986,1.8093,0.0902,2.3159,2.1919
201306,-0.9184,0.2887,1.5735,1.6668,-0.6831,-0.9233,-0.3477,-0.4829,0.0467,0.8599,-1.412,0.3715,-0.7705,-2.174,-2.7779,-1.6812,-0.9837,-2.6913,-2.0149,-2.2999,-2.0844,-0.601,-0.9898,-1.2928,-3.0612
201307,8.1233,6.2222,8.2118,8.7535,8.0157,6.2295,6.7863,6.3646,7.596,7.7517,7.9506,7.6045,7.3298,6.6343,8.9061,6.0414,7.2391,6.3745,6.3513,8.3058,3.1493,7.077,4.3078,3.7814,7.418
201308,-3.2283,-3.1706,-4.7133,-1.3577,-1.6906,-2.2327,-3.1957,-1.8416,-3.3454,-0.1905,-3.3243,-2.0906,-3.1958,-3.3294,-2.6746,-1.5286,-2.5285,-3.023,-1.9448,-1.1445,-1.9177,-1.9819,-3.0502,-1.9847,-0.166
201309,6.6514,6.9769,7.0978,6.1376,8.888,6.3742,7.9167,5.5129,6.3075,6.6467,4.9476,6.859,5.3784,5.1668,6.7931,6.1527,6.0344,4.3452,5.9646,4.8889,3.5457,1.7893,3.4045,4.0991,5.7186
201310,2.0876,2.1402,2.2943,3.6742,0.5898,2.2543,0.0511,0.2756,2.4288,3.0567,2.7567,2.1903,5.833,4.6088,3.3145,2.2838,2.4704,4.0613,3.1171,4.1069,4.4058,4.9206,5.1741,4.254,3.1717
201311,5.6968,5.5673,5.8619,6.4192,5.8212,2.5726,4.3985,3.9638,2.64,4.4157,4.1062,1.8136,3.0488,2.3732,4.0852,2.3328,0.5826,0.5921,0.9638,2.2728,4.0067,3.6359,3.0632,0.8917,0.5682
201312,3.3956,1.5244,2.3771,3.6283,2.016,4.5555,1.625,2.5663,0.453,2.1485,3.6005,2.7538,1.9665,3.2692,2.9819,3.827,3.6776,2.3859,2.6405,2.9887,1.4917,2.0501,3.3607,3.0215,2.4985
201401,-1.8553,-2.3095,-1.7797,-2.7245,1.2843,-1.9434,-1.858,-3.6773,-0.4606,-4.7675,-0.0608,-2.3128,-1.6686,-2.5419,-2.9353,-3.9086,-0.8475,-3.2329,-2.155,-3.2198,-2.4615,-3.4824,-3.2857,-4.5543,-0.891
